Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,Viber 1,Viber 2,Telegram,YouTube,Широта,Долгота,2GIS URL
Дорожное,кафе,Кафе,"улица Строителей, 22",,,,,Орлов,Орловский район,Кировская область,Россия,Пн: 07:00-24:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,,,88336521976,88336522856,,,,,,,,,,,,,58.551634,48.904603,https://2gis.com/firm/70000001057237525
Встреча,кафе,Кафе,"улица Баумана, 46",,,,,Орлов,Орловский район,Кировская область,Россия,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+03:00,,,88336521473,,,,,,,,,,,,,,58.548071,48.899255,https://2gis.com/firm/70000001031035488
Царевич,кафе,Кафе,"Зонова улица, 1",,,,,Орлов,Орловский район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.537117,48.902328,https://2gis.com/firm/70000001062109823
Халял,кафе,Кафе,"Московская улица, 30",,,,,,Оричевский район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.50584,49.045348,https://2gis.com/firm/70000001061909039
Лесная сказка,загородный комплекс,Базы отдыха; Рестораны; Бани / Сауны; Аренда беседок; Кемпинги,"Лесная улица, 1",,613118,,,,Слободской район,Кировская область,Россия,Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-22:00,+03:00,4.8,5,88332750181,,,,http://сказкакиров.рф,,,https://vk.com/restoranskazkakirov,,,,,,,58.603169,49.90169,https://2gis.com/firm/70000001006374692
Symposium,ресторан,Рестораны; Бары,"улица Красина, 10",1 этаж,610001,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.2,6,88332442150,,,,http://symposiumkirov.ru,,,,,,,,,,58.578985,49.642023,https://2gis.com/firm/8163303606008304
Вираж,кафе,Кафе,"Советская улица, 10Б",2 этаж,612080,,,,Оричевский район,Кировская область,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 09:00-03:00; Сб: 08:00-18:00; Вс: 08:00-18:00,+03:00,,,,,,,,,,,,,,,,,58.40045,49.060475,https://2gis.com/firm/70000001031657907
Вечер,кафе,Кафе,"Кооперативная улица, 2",,612080,,,,Оричевский район,Кировская область,Россия,"Вт: 15:00-22:00; Ср: 15:00-22:00; Чт: 15:00-22:00; Пт: 15:00-03:00; Сб: 09:00-14:00; Вс: 09:00-14:00, 21:00-24:00",+03:00,,,,,,,,,,,,,,,,,58.401288,49.057695,https://2gis.com/firm/70000001031658339
Центральное,кафе,Кафе,"Кооперативная улица, 2",,612080,,,,Оричевский район,Кировская область,Россия,Пн: 08:00-15:00; Вт: 08:00-15:00; Ср: 08:00-15:00; Чт: 08:00-15:00; Пт: 08:00-15:00; Сб: 21:00-03:00,+03:00,,,,,,,,,,,,,,,,,58.401288,49.057695,https://2gis.com/firm/70000001031674360
Виктория,,Кафе,"улица Революции, 1",,,,,Орлов,Орловский район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.546575,48.903654,https://2gis.com/firm/70000001062307080
Дорожное,кафе,Кафе,"Р-176 357 километр, 1",,,,,Орлов,Орловский район,Кировская область,Россия,Пн: 06:00-21:00; Вт: 06:00-21:00; Ср: 06:00-21:00; Чт: 06:00-21:00; Пт: 06:00-21:00; Сб: 06:00-21:00; Вс: 06:00-21:00,+03:00,,,,,,,,,,,,,,,,,58.552663,48.90187,https://2gis.com/firm/70000001032853235
"Пивная Кружка, кафе-пивная",,Кафе; Бары,"улица Капустина, 13",,,,,Орлов,Орловский район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.535134,48.89564,https://2gis.com/firm/70000001031035531
"Пикник, кафе",,Кафе,"Орловская улица, 105",,,,,Орлов,Орловский район,Кировская область,Россия,,+03:00,1.0,1,,,,,,,,,,,,,,,58.534822,48.893103,https://2gis.com/firm/70000001031034757
Солнце,кафе,Кафе,"Производственная улица, 1а",,,,,,Куменский район,Кировская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,89226660904,,,,,,,,,,,,,,58.104894,49.952453,https://2gis.com/firm/70000001062447721
Сота,кафе,Кафе,"улица Котельническая, 1",,,,,Орлов,Орловский район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.542348,48.888583,https://2gis.com/firm/70000001062617100
Мираж,бар,Кафе; Бары,"Колхозная улица, 17",,,,,,Слободской район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.940564,50.177258,https://2gis.com/firm/70000001062307005
Высоково,кафе,Кафе,"Советская улица, 1а",,,,,,Юрьянский район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.991048,49.297947,https://2gis.com/firm/70000001031035222
Транзит,кафе,Кафе,"Советская улица, 1а",,,,,,Юрьянский район,Кировская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,89226694122,,,,,,,,,,,,,,58.991048,49.297947,https://2gis.com/firm/70000001032859633
Кафе,,Кафе,"Советская улица, 1а",,,,,,Юрьянский район,Кировская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,,,,,,,,,,,,,,,58.991048,49.297947,https://2gis.com/firm/70000001062518391
Радуга,кафе,Быстрое питание,"улица 70 лет Октября, 128",,612079,,,,Оричевский район,Кировская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 11:00-24:00; Сб: 12:00-24:00; Вс: 12:00-22:00,+03:00,1.0,1,,,,,,,,,,,,,,,58.419752,49.247744,https://2gis.com/firm/70000001006488900
Орфей,кафе,Кофейни,"Рождественская улица, 109",,,,,Слободской,Слободской городской округ,Кировская область,Россия,Пн: 06:00-19:30; Вт: 06:00-19:30; Ср: 06:00-19:30; Чт: 06:00-19:30; Пт: 06:00-19:30; Сб: 06:00-19:30; Вс: 06:00-19:30,+03:00,,,88336246637,,,,,,,,,,,,,,58.72126,50.181519,https://2gis.com/firm/70000001046472941
Дым`ОК,кафе,Быстрое питание,"территория Центр культурного отдыха, 1",,,,,,Слободской район,Кировская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,,,,,,,,,,,,,,,58.668865,49.645306,https://2gis.com/firm/70000001067184426
Кафе,,Кафе,"Р-176 437 Километр, 2",,,,,,Юрьянский район,Кировская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,5.0,1,,,,,,,,,,,,,,,59.024525,49.227492,https://2gis.com/firm/70000001045420140
Сатир,бар,Бары,"улица Ленина, 105а",,610002,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 16:00-23:00; Вт: 16:00-23:00; Ср: 16:00-23:00; Чт: 16:00-23:00; Пт: 16:00-02:00; Сб: 16:00-02:00; Вс: 16:00-24:00,+03:00,,,89642554636,,,,,,,,,,,,,,58.592966,49.680632,https://2gis.com/firm/70000001068928676
Express Life,,Кафе,,,,,,,Юрьянский район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,,,https://2gis.com/firm/70000001061870990
Шашлык-машлык,кебабная,Быстрое питание; Доставка готовых блюд,"улица Дзержинского, 68/1",,610047,Филейка м-н,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,3.6,15,89097200880,,,,,,,,https://wa.me/79097200880,,viber://chat/?number=79097200880,,https://t.me/+79097200880,,58.633835,49.612389,https://2gis.com/firm/70000001055570274
Метелица,кафе,Кафе,"улица Волкова, 17",,,,,,ЗАТО Первомайский городской округ,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,59.063046,49.284859,https://2gis.com/firm/70000001063349414
Кафе-пельменная,,Кафе,"улица Кирова, 18",,,,,,Куменский район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.104576,49.902545,https://2gis.com/firm/70000001062109304
Кафе-столовая №208,,Банкетные залы,"улица Андрея Упита, 16",1 этаж,610050,Красная горка м-н,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.2,29,89128274707,,,,,,,https://vk.com/id685985659,https://wa.me/79128274707,,,,,,58.604373,49.592049,https://2gis.com/firm/8163302605622992
Встреча,кафе,Кафе,"улица Заева, 4",,,,,,Кирово-Чепецкий район,Кировская область,Россия,"Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-11:00, 22:00-03:00; Вс: 08:00-11:00",+03:00,,,88336177243,,,,,,,,,,,,,,58.303032,50.480913,https://2gis.com/firm/70000001054557544
Русский бургер,кафе быстрого питания,Быстрое питание,"Пионерский переулок, 6/3",,610020,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.7,25,,,,,,,,https://vk.com/public205847620,,,,,,,58.60734,49.686398,https://2gis.com/firm/70000001052109540
Родничок,кафе,Кафе,"Школьная улица, 21",,,,,,Кирово-Чепецкий район,Кировская область,Россия,Пн: 10:00-15:00; Вт: 10:00-15:00; Ср: 10:00-15:00; Чт: 10:00-15:00; Пт: 10:00-15:00; Сб: 10:00-15:00; Вс: 10:00-15:00,+03:00,,,88336178371,,,,,,,,,,,,,,58.20304,50.578507,https://2gis.com/firm/70000001054560270
Alpen,ресторан тирольской кухни,Рестораны,"улица Карла Маркса, 191а",1 этаж,610027,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,1.8,6,88332211421,89823831421,,,http://alpenfood.business.site/,,,,https://wa.me/79823831421,,,,,,58.582617,49.671843,https://2gis.com/firm/70000001047663793
16,кафе,Кофейни,"улица Шутова, 8",,,,,,Слободской район,Кировская область,Россия,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00; Вс: 08:00-19:00,+03:00,,,88336264162,,,,,,,,,,,,,,58.779057,50.427204,https://2gis.com/firm/70000001054561301
Столбово,кафе-шашлычная,Быстрое питание,"трасса Киров-Слободской, 15",1 этаж,613118,,,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.7,3,88332462027,,,,,,,,,,,,,,58.639821,49.845499,https://2gis.com/firm/70000001007102232
Кафе-гриль,,Быстрое питание,"трасса Гнусино-Шихово, 2",,,,,Киров,Киров городской округ,Кировская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.7,3,89229633313,,,,,,,,,,,,,,58.639539,49.809808,https://2gis.com/firm/70000001032382715
Кафе,ИП Шолян К.Н.,Быстрое питание; Кондитерские изделия,"улица Молодой Гвардии, 14",,,,,,Верхошижемский район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,58.010886,49.098745,https://2gis.com/firm/70000001061992028
Услада,кафе,Столовые,,,,,,,Верхошижемский район,Кировская область,Россия,,+03:00,,,,,,,,,,,,,,,,,57.987606,49.12196,https://2gis.com/firm/70000001068981884
Zoki СatCafe,,Антикафе,"улица Маклина, 30",цокольный этаж,610017,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,3.5,36,88332416530,,,,http://catcafe.zoki-zoo.ru,,,https://vk.com/zoki_catcafe,,,,,,,58.595487,49.659823,https://2gis.com/firm/70000001017995766
